EPOCH_LENGTH,EPOCHS_A_YEAR,BLOCK_TIME_TARGET,ONLINE_THRESHOLD_MIN,ONLINE_THRESHOLD_MAX,BLOCK_PRODUCER_KICKOUT_THRESHOLD,CHUNK_PRODUCER_KICKOUT_THRESHOLD,epoch_id,total_supply,timestamp,epoch_start_height,start_block,end_block,block_time_empirical,val_0_name,val_0_expected_blocks,val_0_produced_blocks,val_0_expected_chunks,val_0_produced_chunks,val_0_is_slashed,val_0_stake,val_0_initial_amount,val_0_initial_locked,val_0_final_amount,val_0_final_locked,val_1_name,val_1_expected_blocks,val_1_produced_blocks,val_1_expected_chunks,val_1_produced_chunks,val_1_is_slashed,val_1_stake,val_1_initial_amount,val_1_initial_locked,val_1_final_amount,val_1_final_locked,val_2_name,val_2_expected_blocks,val_2_produced_blocks,val_2_expected_chunks,val_2_produced_chunks,val_2_is_slashed,val_2_stake,val_2_initial_amount,val_2_initial_locked,val_2_final_amount,val_2_final_locked,total_staked,prev_epoch_last_block,val_3_name,val_3_expected_blocks,val_3_produced_blocks,val_3_expected_chunks,val_3_produced_chunks,val_3_is_slashed,val_3_stake,val_3_initial_amount,val_3_initial_locked,val_3_final_amount,val_3_final_locked,val_4_name,val_4_expected_blocks,val_4_produced_blocks,val_4_expected_chunks,val_4_produced_chunks,val_4_is_slashed,val_4_stake,val_4_initial_amount,val_4_initial_locked,val_4_final_amount,val_4_final_locked,val_5_name,val_5_expected_blocks,val_5_produced_blocks,val_5_expected_chunks,val_5_produced_chunks,val_5_is_slashed,val_5_stake,val_5_initial_amount,val_5_initial_locked,val_5_final_amount,val_5_final_locked,val_6_name,val_6_expected_blocks,val_6_produced_blocks,val_6_expected_chunks,val_6_produced_chunks,val_6_is_slashed,val_6_stake,val_6_initial_amount,val_6_initial_locked,val_6_final_amount,val_6_final_locked,val_7_name,val_7_expected_blocks,val_7_produced_blocks,val_7_expected_chunks,val_7_produced_chunks,val_7_is_slashed,val_7_stake,val_7_initial_amount,val_7_initial_locked,val_7_final_amount,val_7_final_locked,val_8_name,val_8_expected_blocks,val_8_produced_blocks,val_8_expected_chunks,val_8_produced_chunks,val_8_is_slashed,val_8_stake,val_8_initial_amount,val_8_initial_locked,val_8_final_amount,val_8_final_locked,val_9_name,val_9_expected_blocks,val_9_produced_blocks,val_9_expected_chunks,val_9_produced_chunks,val_9_is_slashed,val_9_stake,val_9_initial_amount,val_9_initial_locked,val_9_final_amount,val_9_final_locked,val_10_name,val_10_expected_blocks,val_10_produced_blocks,val_10_expected_chunks,val_10_produced_chunks,val_10_is_slashed,val_10_stake,val_10_initial_amount,val_10_initial_locked,val_10_final_amount,val_10_final_locked,val_11_name,val_11_expected_blocks,val_11_produced_blocks,val_11_expected_chunks,val_11_produced_chunks,val_11_is_slashed,val_11_stake,val_11_initial_amount,val_11_initial_locked,val_11_final_amount,val_11_final_locked,val_12_name,val_12_expected_blocks,val_12_produced_blocks,val_12_expected_chunks,val_12_produced_chunks,val_12_is_slashed,val_12_stake,val_12_initial_amount,val_12_initial_locked,val_12_final_amount,val_12_final_locked,val_13_name,val_13_expected_blocks,val_13_produced_blocks,val_13_expected_chunks,val_13_produced_chunks,val_13_is_slashed,val_13_stake,val_13_initial_amount,val_13_initial_locked,val_13_final_amount,val_13_final_locked,val_14_name,val_14_expected_blocks,val_14_produced_blocks,val_14_expected_chunks,val_14_produced_chunks,val_14_is_slashed,val_14_stake,val_14_initial_amount,val_14_initial_locked,val_14_final_amount,val_14_final_locked,val_15_name,val_15_expected_blocks,val_15_produced_blocks,val_15_expected_chunks,val_15_produced_chunks,val_15_is_slashed,val_15_stake,val_15_initial_amount,val_15_initial_locked,val_15_final_amount,val_15_final_locked,val_16_name,val_16_expected_blocks,val_16_produced_blocks,val_16_expected_chunks,val_16_produced_chunks,val_16_is_slashed,val_16_stake,val_16_initial_amount,val_16_initial_locked,val_16_final_amount,val_16_final_locked,val_17_name,val_17_expected_blocks,val_17_produced_blocks,val_17_expected_chunks,val_17_produced_chunks,val_17_is_slashed,val_17_stake,val_17_initial_amount,val_17_initial_locked,val_17_final_amount,val_17_final_locked,val_18_name,val_18_expected_blocks,val_18_produced_blocks,val_18_expected_chunks,val_18_produced_chunks,val_18_is_slashed,val_18_stake,val_18_initial_amount,val_18_initial_locked,val_18_final_amount,val_18_final_locked,val_19_name,val_19_expected_blocks,val_19_produced_blocks,val_19_expected_chunks,val_19_produced_chunks,val_19_is_slashed,val_19_stake,val_19_initial_amount,val_19_initial_locked,val_19_final_amount,val_19_final_locked,val_20_name,val_20_expected_blocks,val_20_produced_blocks,val_20_expected_chunks,val_20_produced_chunks,val_20_is_slashed,val_20_stake,val_20_initial_amount,val_20_initial_locked,val_20_final_amount,val_20_final_locked,val_21_name,val_21_expected_blocks,val_21_produced_blocks,val_21_expected_chunks,val_21_produced_chunks,val_21_is_slashed,val_21_stake,val_21_initial_amount,val_21_initial_locked,val_21_final_amount,val_21_final_locked,val_22_name,val_22_expected_blocks,val_22_produced_blocks,val_22_expected_chunks,val_22_produced_chunks,val_22_is_slashed,val_22_stake,val_22_initial_amount,val_22_initial_locked,val_22_final_amount,val_22_final_locked,val_23_name,val_23_expected_blocks,val_23_produced_blocks,val_23_expected_chunks,val_23_produced_chunks,val_23_is_slashed,val_23_stake,val_23_initial_amount,val_23_initial_locked,val_23_final_amount,val_23_final_locked,val_24_name,val_24_expected_blocks,val_24_produced_blocks,val_24_expected_chunks,val_24_produced_chunks,val_24_is_slashed,val_24_stake,val_24_initial_amount,val_24_initial_locked,val_24_final_amount,val_24_final_locked,val_25_name,val_25_expected_blocks,val_25_produced_blocks,val_25_expected_chunks,val_25_produced_chunks,val_25_is_slashed,val_25_stake,val_25_initial_amount,val_25_initial_locked,val_25_final_amount,val_25_final_locked,val_26_name,val_26_expected_blocks,val_26_produced_blocks,val_26_expected_chunks,val_26_produced_chunks,val_26_is_slashed,val_26_stake,val_26_initial_amount,val_26_initial_locked,val_26_final_amount,val_26_final_locked,val_27_name,val_27_expected_blocks,val_27_produced_blocks,val_27_expected_chunks,val_27_produced_chunks,val_27_is_slashed,val_27_stake,val_27_initial_amount,val_27_initial_locked,val_27_final_amount,val_27_final_locked,val_28_name,val_28_expected_blocks,val_28_produced_blocks,val_28_expected_chunks,val_28_produced_chunks,val_28_is_slashed,val_28_stake,val_28_initial_amount,val_28_initial_locked,val_28_final_amount,val_28_final_locked,val_29_name,val_29_expected_blocks,val_29_produced_blocks,val_29_expected_chunks,val_29_produced_chunks,val_29_is_slashed,val_29_stake,val_29_initial_amount,val_29_initial_locked,val_29_final_amount,val_29_final_locked,val_30_name,val_30_expected_blocks,val_30_produced_blocks,val_30_expected_chunks,val_30_produced_chunks,val_30_is_slashed,val_30_stake,val_30_initial_amount,val_30_initial_locked,val_30_final_amount,val_30_final_locked,val_31_name,val_31_expected_blocks,val_31_produced_blocks,val_31_expected_chunks,val_31_produced_chunks,val_31_is_slashed,val_31_stake,val_31_initial_amount,val_31_initial_locked,val_31_final_amount,val_31_final_locked,val_32_name,val_32_expected_blocks,val_32_produced_blocks,val_32_expected_chunks,val_32_produced_chunks,val_32_is_slashed,val_32_stake,val_32_initial_amount,val_32_initial_locked,val_32_final_amount,val_32_final_locked,val_33_name,val_33_expected_blocks,val_33_produced_blocks,val_33_expected_chunks,val_33_produced_chunks,val_33_is_slashed,val_33_stake,val_33_initial_amount,val_33_initial_locked,val_33_final_amount,val_33_final_locked,val_34_name,val_34_expected_blocks,val_34_produced_blocks,val_34_expected_chunks,val_34_produced_chunks,val_34_is_slashed,val_34_stake,val_34_initial_amount,val_34_initial_locked,val_34_final_amount,val_34_final_locked,val_35_name,val_35_expected_blocks,val_35_produced_blocks,val_35_expected_chunks,val_35_produced_chunks,val_35_is_slashed,val_35_stake,val_35_initial_amount,val_35_initial_locked,val_35_final_amount,val_35_final_locked,val_36_name,val_36_expected_blocks,val_36_produced_blocks,val_36_expected_chunks,val_36_produced_chunks,val_36_is_slashed,val_36_stake,val_36_initial_amount,val_36_initial_locked,val_36_final_amount,val_36_final_locked,val_37_name,val_37_expected_blocks,val_37_produced_blocks,val_37_expected_chunks,val_37_produced_chunks,val_37_is_slashed,val_37_stake,val_37_initial_amount,val_37_initial_locked,val_37_final_amount,val_37_final_locked,val_38_name,val_38_expected_blocks,val_38_produced_blocks,val_38_expected_chunks,val_38_produced_chunks,val_38_is_slashed,val_38_stake,val_38_initial_amount,val_38_initial_locked,val_38_final_amount,val_38_final_locked,val_39_name,val_39_expected_blocks,val_39_produced_blocks,val_39_expected_chunks,val_39_produced_chunks,val_39_is_slashed,val_39_stake,val_39_initial_amount,val_39_initial_locked,val_39_final_amount,val_39_final_locked,val_40_name,val_40_expected_blocks,val_40_produced_blocks,val_40_expected_chunks,val_40_produced_chunks,val_40_is_slashed,val_40_stake,val_40_initial_amount,val_40_initial_locked,val_40_final_amount,val_40_final_locked,val_41_name,val_41_expected_blocks,val_41_produced_blocks,val_41_expected_chunks,val_41_produced_chunks,val_41_is_slashed,val_41_stake,val_41_initial_amount,val_41_initial_locked,val_41_final_amount,val_41_final_locked,val_42_name,val_42_expected_blocks,val_42_produced_blocks,val_42_expected_chunks,val_42_produced_chunks,val_42_is_slashed,val_42_stake,val_42_initial_amount,val_42_initial_locked,val_42_final_amount,val_42_final_locked,val_43_name,val_43_expected_blocks,val_43_produced_blocks,val_43_expected_chunks,val_43_produced_chunks,val_43_is_slashed,val_43_stake,val_43_initial_amount,val_43_initial_locked,val_43_final_amount,val_43_final_locked
43200,730.0,1,0.9,0.99,90,90,5w7rNnceQmEsfFP5HFPWDGaVTNhhmtzpj6GxH2f86jza,1111359499307511007805789341458494,1670959673873201884,,80538691,80581891,1.1786408857839583,figment.poolv1.near,2954,2954,2954,2954,0,32145812431671931833650147936707,8.997033548511583e+28,3.227412026757339e+31,1.889753729488765e+29,3.214581243167193e+31,astro-stakers.poolv1.near,2156,2156,2156,2156,0,24449468568629330450045645724534,1.0855715811255226e+30,2.444946856862933e+31,1.1085796717356455e+30,2.444946856862933e+31,bzam6yjpnfnxsdmjf6pw.poolv1.near,2167,2160,2167,2160,0,23467388845458203836096501024861,7.117679357416859e+25,2.3471329397298817e+31,7.1176965785206726e+25,2.347530948793427e+31,476161189484027074775598364934409,Hd4jjSEujjUz9qFmyh5hVJfg52ZT1KnNt4F11gCbdHgX,zavodil.poolv1.near,1736.0,1736.0,1736.0,1736.0,0.0,18850107404842720113989027440705,2.736892172959254e+29,1.8871928037748552e+31,2.98380257685553e+29,1.885010740484272e+31,binancenode1.poolv1.near,1366.0,1364.0,1366.0,1364.0,0.0,14104341727027989324908658857528,1.2974756613094876e+29,1.4106989476174468e+31,1.3076509805063124e+29,1.4108383748548872e+31,yes_protocol1.poolv1.near,1223.0,1223.0,1223.0,1223.0,0.0,13667425421302909785759606245196,6.01020080292747e+24,1.3669720401653636e+31,6.01020080292747e+24,1.3672038113455667e+31,staking_yes_protocol1.poolv1.near,1248.0,1246.0,1248.0,1246.0,0.0,13578643644746989455003821548640,5.814271139337456e+26,1.358092373480147e+31,5.814270825801003e+26,1.3583226391243456e+31,epic.poolv1.near,1201.0,1201.0,1201.0,1201.0,0.0,12894733731532704631811833608589,1.8659538593358053e+29,1.289749138699784e+31,1.816726690797348e+29,1.2909609354850349e+31,aurora.pool.near,1130.0,1130.0,1130.0,1130.0,0.0,12349372290982108792220568141607,2.271827674522524e+30,1.2356815946681145e+31,2.271795667803668e+30,1.235923635808316e+31,stake1.poolv1.near,1040.0,1040.0,1040.0,1040.0,0.0,11234293770853913163175208593954,2.02692815822402e+29,1.1236489337959553e+31,2.0269281573869347e+29,1.123856894208577e+31,sweat_validator.poolv1.near,1007.0,1006.0,1007.0,1006.0,0.0,10854223729030358501983984489464,2.5294092664564965e+25,1.0856046327794164e+31,2.5294092664564965e+25,1.0857886978952898e+31,dqw9k3e4422cxt92masmy.poolv1.near,902.0,900.0,902.0,900.0,0.0,10236795163518899344335734147041,4.284890146873482e+24,1.023851408605716e+31,4.284890146873482e+24,1.0240250034140582e+31,future_is_near.poolv1.near,986.0,986.0,986.0,986.0,0.0,10199267947497427808693650762110,8.985605296754839e+28,1.02009806029231e+31,8.98560529965177e+28,1.0202710187169242e+31,rekt.poolv1.near,990.0,990.0,990.0,990.0,0.0,9902277122629377976132840293549,9.812007762913316e+27,9.90483099950288e+30,9.81200762278507e+27,9.927906836482952e+30,valisaurus-dex.poolv1.near,882.0,882.0,882.0,882.0,0.0,9380523393273957074540942451716,3.756685548774491e+27,9.382098309784476e+30,3.756685403029034e+27,9.38368905222841e+30,finoa.poolv1.near,839.0,839.0,839.0,839.0,0.0,9107198162491973614460378071643,1.638837623233244e+28,9.108727407658592e+30,1.638837618358978e+28,9.110271799738975e+30,kiln.poolv1.near,792.0,778.0,792.0,778.0,0.0,9036635673380442919983881268379,1.2500001820048216e+30,9.038152902055836e+30,1.2500001820048216e+30,9.03946503614253e+30,blockdaemon.poolv1.near,748.0,748.0,748.0,748.0,0.0,8658548256214689508839299661420,6.802170916555721e+27,8.65854825621469e+30,8.869407463507191e+27,8.65854825621469e+30,nearcrowd.poolv1.near,669.0,669.0,669.0,669.0,0.0,7023751218992967018570422357468,5.014884598190606e+28,7.024930620054731e+30,5.014884598190606e+28,7.026121702544152e+30,foundry.poolv1.near,609.0,609.0,609.0,609.0,0.0,6595062286477837637180606011295,3.48777160617638e+27,6.596169703975469e+30,1.5631581244930848e+27,6.596169703975469e+30,twinstake.poolv1.near,0.0,0.0,0.0,0.0,0.0,32376228506757182918936793351,1.001743122964213e+23,3.238166499577865e+28,1.001743122964213e+23,3.2387155332444275e+28,d1.poolv1.near,601.0,601.0,601.0,601.0,0.0,6333295993520105091357761599867,1.9041505090339088e+28,6.334359403190581e+30,1.9041505251165331e+28,6.335733398985227e+30,anonymous.poolv1.near,608.0,608.0,608.0,608.0,0.0,6285547930028290542749410525018,3.7953503180611737e+25,6.286603374696666e+30,3.7953482092609287e+25,6.287669273415066e+30,hashquark.poolv1.near,619.0,619.0,619.0,619.0,0.0,6217868740066665244803431805767,1.8123330724237343e+27,6.219613769006058e+30,1.812332819049853e+27,6.221178155548372e+30,continue.poolv1.near,539.0,538.0,539.0,538.0,0.0,6150578607830426399512428498359,5.486102786624243e+28,6.151711396980813e+30,5.486102771443711e+28,6.152754407924244e+30,near-fans.poolv1.near,565.0,565.0,565.0,565.0,0.0,5994856220030932391218599921603,5.877035585640497e+28,5.995862591940922e+30,5.111122147312575e+28,5.996305365236524e+30,08investinwomen_runbybisontrails.poolv1.near,537.0,536.0,537.0,536.0,0.0,5646931306685355314542370141773,6.590714676520514e+28,5.646931306685355e+30,6.686474937027796e+28,5.646931306685355e+30,hb436_pool.poolv1.near,466.0,465.0,466.0,465.0,0.0,5291796956445699978794253090269,4.49646082910051e+25,5.292685534398866e+30,3.934662092638043e+25,5.293582913590516e+30,accomplice.poolv1.near,421.0,420.0,421.0,420.0,0.0,5281291371694922718641938872930,5.826215594070091e+26,5.282178185536975e+30,5.826215724837428e+26,5.283073783141455e+30,chorusone.poolv1.near,536.0,536.0,536.0,536.0,0.0,5060481554705454756080547877852,2.80338339643596e+29,5.060481554705455e+30,2.811934925324098e+29,5.060481554705455e+30,electric.poolv1.near,435.0,435.0,435.0,435.0,0.0,4951532989257989302890529221991,5.610635996124652e+26,4.952364390477724e+30,5.6106358059562384e+26,4.95320406795586e+30,stakin.poolv1.near,468.0,468.0,468.0,468.0,0.0,4939461776048142450636961558016,4.946787286229541e+28,4.979610363366044e+30,4.823846511961407e+28,4.981385490237468e+30,ideocolabventures.poolv1.near,465.0,465.0,465.0,465.0,0.0,4853435161598773283277072462295,1.968476680534179e+26,4.854250131567665e+30,1.968476567380943e+26,4.855073173709778e+30,openshards.poolv1.near,415.0,415.0,415.0,415.0,0.0,4699517247206330417498458936216,7.52117616831691e+28,4.702547468439976e+30,7.517514583057961e+28,4.708844362077341e+30,northernlights.poolv1.near,410.0,410.0,410.0,410.0,0.0,4574444220355583662552778760173,6.305658129073829e+26,4.575212343283496e+30,6.305658278031578e+26,4.575988074354079e+30,nearfans.poolv1.near,442.0,442.0,442.0,442.0,0.0,4488753176512146836908553937790,3.4424485992339776e+27,4.4896235453186566e+30,3.4424484257398526e+27,4.521969745126685e+30,dokiacapital.poolv1.near,397.0,397.0,397.0,397.0,0.0,4231708997208321550822822278276,1.090120725817244e+29,5.447247777585529e+30,1.323636018349669e+30,4.233341442079298e+30,p2p-org.poolv1.near,377.0,377.0,377.0,377.0,0.0,4095283518228642346270090727989,1.2277056655232809e+29,4.097777644417634e+30,1.2276857547146558e+29,4.100081018669125e+30,pandora.poolv1.near,342.0,342.0,342.0,342.0,0.0,4070983251671941595565255974803,1.3744272046967398e+27,4.071666835184107e+30,1.3744272046967398e+27,4.072357189485478e+30,cryptium.poolv1.near,313.0,313.0,313.0,313.0,0.0,4032900022401340929179858706972,1.325793099648483e+29,4.033577211359932e+30,1.3257931019869474e+29,4.034791907859357e+30,smart-stake.poolv1.near,349.0,349.0,349.0,349.0,0.0,4021618539073449526634082693081,1.3913849899944928e+28,4.023182544934568e+30,1.4022201120723393e+28,4.035907419967086e+30,nc2.poolv1.near,405.0,405.0,405.0,405.0,0.0,4003142453115252038456374430061,7.460382200922765e+25,4.003814645059792e+30,7.460382200922765e+25,4.004493494969178e+30,staked.poolv1.near,357.0,357.0,357.0,357.0,0.0,3906872725097222140586449878705,5.765995575263666e+28,3.907965828334505e+30,5.804613865318788e+28,3.909161345288035e+30,everstake.poolv1.near,323.0,323.0,323.0,323.0,0.0,3840777373886252439043554153277,4.710958312233417e+28,3.846491671995625e+30,4.6926959437186205e+28,3.857231019015552e+30
43200,730.0,1,0.9,0.99,90,90,Hd4jjSEujjUz9qFmyh5hVJfg52ZT1KnNt4F11gCbdHgX,1111448750899534204674158350959116,1670987715634140404,,80581891,80625091,1.1561429837616204,figment.poolv1.near,3037,3037,3037,3037,0,32086516992833100419086893939930,1.889753729488765e+29,3.214581243167193e+31,2.426226478639145e+29,3.2097944904956628e+31,astro-stakers.poolv1.near,2288,2288,2288,2288,0,24279307866571469306103859926479,1.1085796717356455e+30,2.444946856862933e+31,1.0967407636840377e+30,2.4551185299083814e+31,bzam6yjpnfnxsdmjf6pw.poolv1.near,2288,2284,2288,2284,0,23471329397298819003782357579787,7.1176965785206726e+25,2.347530948793427e+31,7.117679523561712e+25,2.347930473589949e+31,465352400970472615378016776267599,EFwXgcHdUPvY8E3oMPuREd4DyrLxKS5hua6k8twXtT6A,zavodil.poolv1.near,1554.0,1554.0,1554.0,1554.0,0.0,16702064124386648018956876581686,2.98380257685553e+29,1.885010740484272e+31,2.431756449371748e+30,1.6726064322533894e+31,binancenode1.poolv1.near,1334.0,1334.0,1334.0,1334.0,0.0,14106989476174467339732100212262,1.3076509805063125e+29,1.4108383748548872e+31,1.3071782074787848e+29,1.411087640184349e+31,yes_protocol1.poolv1.near,1183.0,1183.0,1183.0,1183.0,0.0,13669720401653637254287074557473,6.01020080292747e+24,1.3672038113455667e+31,6.01020080292747e+24,1.3674364948772346e+31,staking_yes_protocol1.poolv1.near,1339.0,1338.0,1339.0,1338.0,0.0,13580923734801468891557951152810,5.814270825801003e+26,1.3583226391243456e+31,5.814270946052019e+26,1.35855381119066e+31,epic.poolv1.near,1234.0,1233.0,1234.0,1233.0,0.0,12897491386997840909940981713899,1.816726690797348e+29,1.2909609354850349e+31,1.7054446817754106e+29,1.2913755336593991e+31,aurora.pool.near,1220.0,1220.0,1220.0,1220.0,0.0,12356815946681143833405570616555,2.271795667803668e+30,1.235923635808316e+31,2.2729702345136213e+30,1.235923635808316e+31,stake1.poolv1.near,1036.0,1036.0,1036.0,1036.0,0.0,11236489337959552509555568555973,2.0269281573869347e+29,1.123856894208577e+31,2.026988266858569e+29,1.1241165377715072e+31,sweat_validator.poolv1.near,993.0,993.0,993.0,993.0,0.0,10856046327794163468972734366998,2.5294092664564965e+25,1.0857886978952898e+31,2.529409287081344e+25,1.085973487585195e+31,dqw9k3e4422cxt92masmy.poolv1.near,980.0,980.0,980.0,980.0,0.0,10238514086057159402793816159623,4.2848901468734824e+24,1.0240250034140582e+31,4.284889729400979e+24,1.024199281580038e+31,future_is_near.poolv1.near,946.0,946.0,946.0,946.0,0.0,10200980602923101403630550867459,8.98560529965177e+28,1.0202710187169242e+31,8.985605293246023e+28,1.0204447580093966e+31,rekt.poolv1.near,921.0,920.0,921.0,920.0,0.0,9904830999502881379376173025846,9.81200762278507e+27,9.927906836482952e+30,9.812007770653446e+27,9.930321361942963e+30,valisaurus-dex.poolv1.near,837.0,837.0,837.0,837.0,0.0,9382098309784475402498609052805,3.756685403029034e+27,9.38368905222841e+30,3.7566853988824474e+27,9.385286056336603e+30,finoa.poolv1.near,894.0,894.0,894.0,894.0,0.0,9108727407658592337428330387930,1.6388376183589781e+28,9.110271799738977e+30,1.6388376181933959e+28,9.111822271164059e+30,kiln.poolv1.near,874.0,874.0,874.0,874.0,0.0,9038152902055837115282263319182,1.2500001820048215e+30,9.03946503614253e+30,1.2500001821621794e+30,9.043403494474857e+30,blockdaemon.poolv1.near,312.0,312.0,312.0,312.0,0.0,3350386054458286615342145718627,8.869407463507191e+27,8.65854825621469e+30,5.319902817704219e+30,3.3503860544582864e+30,nearcrowd.poolv1.near,657.0,657.0,657.0,657.0,0.0,7024930620054730977013510009328,5.014884598190606e+28,7.026121702544152e+30,5.014884598190606e+28,7.027317473648731e+30,foundry.poolv1.near,633.0,631.0,633.0,631.0,0.0,6596169703975468754947173075149,1.5631581244930848e+27,6.596169703975469e+30,2.685946339736339e+27,6.596169703975469e+30,twinstake.poolv1.near,0.0,0.0,0.0,0.0,0.0,32381664995778648170343485538,1.001743122964213e+23,3.2387155332444275e+28,1.001743122964213e+23,3.239266728144624e+28,d1.poolv1.near,628.0,628.0,628.0,628.0,0.0,6334359403190581599878259490737,1.9041505251165334e+28,6.335733398985227e+30,1.9041505094065859e+28,6.336811622642323e+30,anonymous.poolv1.near,590.0,589.0,590.0,589.0,0.0,6286603374696666074538772875848,3.7953482092609287e+25,6.287669273415066e+30,3.7953484165902675e+25,6.288739367949359e+30,hashquark.poolv1.near,629.0,629.0,629.0,629.0,0.0,6219613769006057824422452810059,1.812332819049853e+27,6.221178155548372e+30,1.8123329780891837e+27,6.222555057587638e+30,continue.poolv1.near,555.0,553.0,555.0,553.0,0.0,6151711396980812821088057027503,5.486102771443711e+28,6.152754407924244e+30,5.486102786371283e+28,6.154301541478993e+30,near-fans.poolv1.near,581.0,581.0,581.0,581.0,0.0,5995862591940922491197232146384,5.111122147312575e+28,5.996305365236524e+30,5.0476006831152355e+28,5.997128862497862e+30,08investinwomen_runbybisontrails.poolv1.near,436.0,436.0,436.0,436.0,0.0,4586963455526106899943902280688,6.686474937027796e+28,5.646931306685355e+30,1.1258520561215489e+30,4.588701843204307e+30,hb436_pool.poolv1.near,488.0,488.0,488.0,488.0,0.0,5292685534398866396627468837624,3.934662092638043e+25,5.293582913590516e+30,3.934653194142125e+25,5.294483825340753e+30,accomplice.poolv1.near,473.0,473.0,473.0,473.0,0.0,5282178185536975060717248831135,5.826215724837428e+26,5.283073783141455e+30,5.826215594041953e+26,5.283972906217398e+30,chorusone.poolv1.near,471.0,471.0,471.0,471.0,0.0,5058481291085870789179509595976,2.811934925324098e+29,5.0604815547054546e+30,2.8319664890512588e+29,5.059339444152697e+30,electric.poolv1.near,467.0,467.0,467.0,467.0,0.0,4952364390477724142512595630903,5.6106358059562384e+26,4.9532040679558595e+30,5.610635822533206e+26,4.954047050740431e+30,stakin.poolv1.near,426.0,426.0,426.0,426.0,0.0,4979610363366043635486087110264,4.823846511961407e+28,4.9813854902374675e+30,4.825264489644918e+28,4.9876888154369665e+30,ideocolabventures.poolv1.near,467.0,466.0,467.0,466.0,0.0,4854250131567665455610675037112,1.968476567380943e+26,4.8550731737097783e+30,1.9684765673133123e+26,4.855899455689043e+30,openshards.poolv1.near,460.0,460.0,460.0,460.0,0.0,4702547468439975998975993843740,7.517514583057961e+28,4.7088443620773404e+30,7.5175143515404975e+28,4.7131557241388166e+30,northernlights.poolv1.near,443.0,443.0,443.0,443.0,0.0,4575212343283495770390101032157,6.305658278031578e+26,4.575988074354079e+30,6.305658116667144e+26,4.5767668590512016e+30,nearfans.poolv1.near,423.0,423.0,423.0,423.0,0.0,4489623545318656671732164525418,3.4424484257398526e+27,4.521969745126685e+30,3.442448598720144e+27,4.524052289102496e+30,dokiacapital.poolv1.near,407.0,407.0,407.0,407.0,0.0,4232623831817585254373748013038,1.323636018349669e+30,4.233341442079298e+30,1.3235242380070578e+30,4.234161911933337e+30,p2p-org.poolv1.near,410.0,410.0,410.0,410.0,0.0,4097777644417634833907651277148,1.2276857547146558e+29,4.1000810186691254e+30,1.2286871679285183e+29,4.1007427219101594e+30,pandora.poolv1.near,369.0,369.0,369.0,369.0,0.0,4071666835184107307772833705094,1.3744272046967398e+27,4.072357189485478e+30,1.3744272046967398e+27,4.073050261319538e+30,cryptium.poolv1.near,391.0,391.0,391.0,391.0,0.0,4033577211359931306517477756122,1.3257931019869474e+29,4.0347919078593564e+30,1.3257930986690979e+29,4.035478496703385e+30,smart-stake.poolv1.near,376.0,376.0,376.0,376.0,0.0,4023182544934568439428251809544,1.4022201120723393e+28,4.035907419967086e+30,1.2148679867467013e+28,4.040063458191664e+30,nc2.poolv1.near,384.0,384.0,384.0,384.0,0.0,4003814645059792053661576967254,7.460382200922765e+25,4.004493494969178e+30,7.460382200922765e+25,4.005175017124996e+30,staked.poolv1.near,340.0,340.0,340.0,340.0,0.0,3907965828334505152498754428920,5.804613865318788e+28,3.909161345288035e+30,5.804613854804553e+28,3.9116961060782145e+30,everstake.poolv1.near,384.0,384.0,384.0,384.0,0.0,3846491671995624844755298025765,4.6926959437186205e+28,3.8572310190155524e+30,4.666890629695762e+28,3.8698160398204864e+30
